timestamp,score,dew_point,temp,humid,abs_humid,co2,co2_est,co2_est_baseline,voc,voc_baseline,voc_h2_raw,voc_ethanol_raw,pm25,pm10_est,location
2023-06-23T19:59:49.103Z,95,13.19,25.45,46.61,10.98,590,585,35820,140,37636,25,36,1,2,"Janonhanta1,Vantaa,Finland"
2023-06-23T20:04:49.324Z,95,13.19,25.4,46.76,10.98,584,579,35820,135,37636,25,36,1,2,"Janonhanta1,Vantaa,Finland"
2023-06-23T20:09:49.539Z,95,13.15,25.4,46.64,10.95,587,567,35819,136,37636,25,36,2,3,"Janonhanta1,Vantaa,Finland"
2023-06-23T20:14:49.752Z,95,13.15,25.42,46.56,10.95,584,595,35818,144,37636,25,36,1,2,"Janonhanta1,Vantaa,Finland"
2023-06-23T20:19:49.967Z,95,13.08,25.33,46.64,10.91,582,589,35817,147,37636,25,36,2,3,"Janonhanta1,Vantaa,Finland"
2023-06-23T20:24:50.180Z,95,13.07,25.36,46.52,10.9,581,609,35817,144,37636,25,36,1,2,"Janonhanta1,Vantaa,Finland"
2023-06-23T20:29:50.394Z,95,12.91,25.52,45.59,10.78,586,619,35816,133,37636,25,36,2,3,"Janonhanta1,Vantaa,Finland"
2023-06-23T20:34:50.612Z,94,12.83,25.55,45.26,10.72,587,678,35815,163,37636,25,36,1,2,"Janonhanta1,Vantaa,Finland"
2023-06-23T20:39:50.827Z,94,12.79,25.57,45.1,10.69,598,716,35814,192,37636,25,36,1,2,"Janonhanta1,Vantaa,Finland"
2023-06-23T20:44:51.040Z,93,12.71,25.61,44.77,10.64,615,674,35814,208,37635,25,36,1,2,"Janonhanta1,Vantaa,Finland"
2023-06-23T20:49:51.348Z,93,12.74,25.55,45.0,10.66,622,721,35813,229,37635,25,36,1,2,"Janonhanta1,Vantaa,Finland"
2023-06-23T20:54:51.564Z,93,12.71,25.54,44.94,10.64,629,721,35812,225,37635,25,36,1,2,"Janonhanta1,Vantaa,Finland"
2023-06-23T20:59:51.776Z,93,12.64,25.57,44.66,10.59,638,685,35811,219,37635,25,36,1,2,"Janonhanta1,Vantaa,Finland"
2023-06-23T21:04:51.989Z,93,12.58,25.5,44.68,10.55,645,673,35810,216,37635,25,36,1,2,"Janonhanta1,Vantaa,Finland"
2023-06-23T21:09:52.203Z,93,12.48,25.5,44.38,10.48,653,666,35810,233,37635,25,36,1,2,"Janonhanta1,Vantaa,Finland"
2023-06-23T21:14:52.417Z,93,12.41,25.5,44.19,10.44,657,701,35809,203,37635,25,36,1,2,"Janonhanta1,Vantaa,Finland"
2023-06-23T21:19:52.632Z,93,12.28,25.57,43.63,10.34,655,698,35808,207,37635,25,36,1,2,"Janonhanta1,Vantaa,Finland"
2023-06-23T21:24:52.852Z,91,11.82,25.77,41.83,10.03,655,708,35807,234,37635,25,36,2,3,"Janonhanta1,Vantaa,Finland"
2023-06-23T21:29:53.066Z,94,12.01,25.44,43.19,10.17,664,626,35807,168,37635,25,36,1,2,"Janonhanta1,Vantaa,Finland"
2023-06-23T21:34:53.281Z,94,12.18,25.34,43.94,10.29,661,601,35806,142,37635,25,36,2,3,"Janonhanta1,Vantaa,Finland"
2023-06-23T21:39:53.496Z,94,12.26,25.34,44.17,10.34,646,589,35805,141,37635,25,36,1,2,"Janonhanta1,Vantaa,Finland"
2023-06-23T21:44:53.712Z,94,12.28,25.36,44.16,10.35,636,597,35804,143,37635,25,36,2,3,"Janonhanta1,Vantaa,Finland"
2023-06-23T21:49:53.985Z,95,12.29,25.23,44.55,10.36,627,580,35804,137,37635,25,36,2,3,"Janonhanta1,Vantaa,Finland"
2023-06-23T21:54:54.200Z,95,12.28,25.26,44.45,10.36,613,573,35803,130,37634,25,36,2,3,"Janonhanta1,Vantaa,Finland"
2023-06-23T21:59:54.412Z,95,12.32,25.3,44.44,10.38,611,552,35802,129,37634,25,37,2,3,"Janonhanta1,Vantaa,Finland"
2023-06-23T22:04:54.626Z,95,12.33,25.26,44.59,10.39,600,548,35801,128,37634,25,36,1,2,"Janonhanta1,Vantaa,Finland"
2023-06-23T22:09:54.840Z,96,12.26,25.13,44.71,10.34,594,557,35800,127,37634,25,36,1,2,"Janonhanta1,Vantaa,Finland"
2023-06-23T22:14:55.062Z,96,12.23,25.24,44.33,10.32,593,539,35800,131,37634,25,36,1,2,"Janonhanta1,Vantaa,Finland"
2023-06-23T22:19:55.276Z,96,12.32,25.24,44.59,10.38,587,580,35799,129,37634,25,36,1,2,"Janonhanta1,Vantaa,Finland"
2023-06-23T22:24:55.490Z,96,12.33,25.18,44.77,10.39,586,541,35798,127,37634,25,36,1,2,"Janonhanta1,Vantaa,Finland"
2023-06-23T22:29:55.700Z,96,12.28,25.14,44.73,10.36,587,570,35797,136,37634,25,36,2,3,"Janonhanta1,Vantaa,Finland"
2023-06-23T22:34:55.912Z,96,12.28,25.09,44.9,10.36,577,536,35797,124,37634,25,36,1,2,"Janonhanta1,Vantaa,Finland"
2023-06-23T22:39:56.126Z,96,12.3,25.09,44.96,10.38,575,525,35796,124,37634,25,36,1,2,"Janonhanta1,Vantaa,Finland"
2023-06-23T22:44:56.341Z,96,12.25,25.07,44.83,10.34,573,544,35795,126,37634,25,36,1,2,"Janonhanta1,Vantaa,Finland"
2023-06-23T22:49:55.658Z,96,12.28,25.07,44.93,10.36,573,533,35794,126,37634,25,36,1,2,"Janonhanta1,Vantaa,Finland"
2023-06-23T22:54:55.872Z,97,12.28,25.03,45.06,10.36,573,549,35793,124,37634,25,36,1,2,"Janonhanta1,Vantaa,Finland"
2023-06-23T22:59:56.087Z,97,12.3,25.07,44.98,10.37,568,554,35793,122,37633,25,37,1,2,"Janonhanta1,Vantaa,Finland"
2023-06-23T23:04:56.307Z,96,12.33,25.14,44.89,10.39,566,531,35792,127,37633,25,36,1,2,"Janonhanta1,Vantaa,Finland"
2023-06-23T23:09:56.521Z,97,12.32,25.07,45.04,10.39,572,522,35791,122,37633,25,36,1,2,"Janonhanta1,Vantaa,Finland"
2023-06-23T23:14:56.733Z,97,12.31,24.98,45.25,10.38,571,528,35790,119,37633,25,37,1,2,"Janonhanta1,Vantaa,Finland"
2023-06-23T23:19:56.948Z,96,12.33,25.01,45.24,10.4,575,640,35790,149,37633,25,36,2,3,"Janonhanta1,Vantaa,Finland"
2023-06-23T23:24:57.160Z,96,12.47,25.01,45.66,10.49,576,579,35789,133,37633,25,36,1,2,"Janonhanta1,Vantaa,Finland"
2023-06-23T23:29:57.375Z,97,12.31,24.98,45.25,10.38,574,553,35788,122,37633,25,36,4,5,"Janonhanta1,Vantaa,Finland"
2023-06-23T23:34:57.589Z,97,12.37,24.93,45.58,10.42,570,610,35787,128,37633,25,36,1,2,"Janonhanta1,Vantaa,Finland"
2023-06-23T23:39:57.802Z,97,12.34,24.9,45.59,10.41,569,538,35787,123,37633,25,37,2,3,"Janonhanta1,Vantaa,Finland"
2023-06-23T23:44:58.013Z,97,12.34,24.9,45.59,10.41,566,546,35786,121,37633,25,36,2,3,"Janonhanta1,Vantaa,Finland"
2023-06-23T23:49:58.292Z,97,12.36,24.9,45.62,10.42,571,557,35785,125,37633,25,36,1,2,"Janonhanta1,Vantaa,Finland"
2023-06-23T23:54:58.504Z,97,12.41,24.89,45.83,10.46,573,567,35784,116,37633,25,36,1,2,"Janonhanta1,Vantaa,Finland"
2023-06-23T23:59:58.717Z,97,12.45,24.91,45.86,10.48,577,527,35783,120,37633,25,36,1,2,"Janonhanta1,Vantaa,Finland"
2023-06-24T00:04:58.930Z,97,12.44,24.87,45.96,10.48,575,531,35783,120,37633,25,37,1,2,"Janonhanta1,Vantaa,Finland"
2023-06-24T00:09:59.144Z,97,12.46,24.9,45.95,10.49,578,560,35782,129,37632,25,36,1,2,"Janonhanta1,Vantaa,Finland"
2023-06-24T00:14:59.356Z,97,12.52,24.97,45.92,10.53,573,547,35781,125,37632,25,36,1,2,"Janonhanta1,Vantaa,Finland"
2023-06-24T00:19:59.570Z,97,12.55,24.87,46.27,10.55,570,522,35780,123,37632,25,36,1,2,"Janonhanta1,Vantaa,Finland"
2023-06-24T00:24:59.783Z,97,12.54,24.94,46.07,10.54,569,536,35780,121,37632,25,36,1,2,"Janonhanta1,Vantaa,Finland"
2023-06-24T00:29:59.995Z,97,12.55,24.94,46.08,10.55,569,523,35779,126,37632,25,36,1,2,"Janonhanta1,Vantaa,Finland"
2023-06-24T00:35:00.209Z,97,12.62,24.93,46.33,10.6,570,524,35778,121,37632,25,36,2,3,"Janonhanta1,Vantaa,Finland"
2023-06-24T00:40:00.422Z,97,12.66,24.98,46.31,10.62,573,526,35777,121,37632,25,37,1,2,"Janonhanta1,Vantaa,Finland"
2023-06-24T00:45:00.636Z,97,12.6,24.93,46.29,10.59,584,527,35777,122,37632,25,36,1,2,"Janonhanta1,Vantaa,Finland"
2023-06-24T00:50:00.972Z,97,12.55,24.89,46.23,10.55,577,554,35776,123,37632,25,36,1,2,"Janonhanta1,Vantaa,Finland"
2023-06-24T00:55:01.185Z,97,12.57,24.87,46.34,10.57,577,519,35775,118,37632,25,37,1,2,"Janonhanta1,Vantaa,Finland"
2023-06-24T01:00:01.398Z,94,12.56,24.91,46.19,10.56,574,2106,35774,393,37632,24,36,1,2,"Janonhanta1,Vantaa,Finland"
2023-06-24T01:05:01.609Z,96,12.52,24.86,46.22,10.53,571,1192,35773,258,37632,24,36,1,2,"Janonhanta1,Vantaa,Finland"
2023-06-24T01:10:01.822Z,96,12.53,24.89,46.17,10.54,566,842,35773,199,37632,25,36,2,3,"Janonhanta1,Vantaa,Finland"
2023-06-24T01:15:02.036Z,97,12.57,24.87,46.33,10.56,574,698,35772,158,37631,25,36,2,3,"Janonhanta1,Vantaa,Finland"
2023-06-24T01:20:02.248Z,97,12.53,24.87,46.21,10.54,574,642,35771,147,37631,25,36,1,2,"Janonhanta1,Vantaa,Finland"
2023-06-24T01:25:02.464Z,97,12.54,24.86,46.28,10.54,568,602,35770,140,37631,25,36,1,2,"Janonhanta1,Vantaa,Finland"
2023-06-24T01:30:02.678Z,97,12.58,24.81,46.52,10.57,561,601,35770,129,37631,25,36,1,2,"Janonhanta1,Vantaa,Finland"
2023-06-24T01:35:02.893Z,97,12.54,24.84,46.33,10.55,563,555,35769,125,37631,25,36,1,2,"Janonhanta1,Vantaa,Finland"
2023-06-24T01:40:03.107Z,97,12.57,24.89,46.3,10.57,568,560,35768,127,37631,25,36,2,3,"Janonhanta1,Vantaa,Finland"
2023-06-24T01:45:03.328Z,97,12.54,24.77,46.52,10.55,566,539,35767,121,37631,25,36,1,2,"Janonhanta1,Vantaa,Finland"
2023-06-24T01:50:03.310Z,97,12.6,24.81,46.59,10.59,565,552,35767,119,37631,25,37,1,2,"Janonhanta1,Vantaa,Finland"
2023-06-24T01:55:03.524Z,97,12.67,24.91,46.51,10.63,565,524,35766,118,37631,25,37,1,2,"Janonhanta1,Vantaa,Finland"
2023-06-24T02:00:03.738Z,96,12.63,24.79,46.76,10.61,605,594,35765,134,37631,25,36,2,3,"Janonhanta1,Vantaa,Finland"
2023-06-24T02:05:03.951Z,96,12.52,24.81,46.36,10.54,623,536,35764,126,37631,25,36,1,2,"Janonhanta1,Vantaa,Finland"
2023-06-24T02:10:04.166Z,96,12.61,24.74,46.81,10.6,620,515,35763,116,37631,25,36,2,3,"Janonhanta1,Vantaa,Finland"
2023-06-24T02:15:04.379Z,96,12.6,24.73,46.83,10.59,626,525,35763,123,37631,25,37,1,2,"Janonhanta1,Vantaa,Finland"
2023-06-24T02:20:04.592Z,96,12.55,24.77,46.56,10.56,624,522,35762,120,37631,25,36,1,2,"Janonhanta1,Vantaa,Finland"
2023-06-24T02:25:04.805Z,97,12.65,24.73,46.98,10.63,610,529,35761,122,37630,25,36,1,2,"Janonhanta1,Vantaa,Finland"
2023-06-24T02:30:05.021Z,96,12.67,24.73,47.03,10.64,634,548,35760,127,37630,25,36,1,2,"Janonhanta1,Vantaa,Finland"
2023-06-24T02:35:05.244Z,97,12.59,24.74,46.77,10.59,614,459,35760,105,37630,25,37,1,2,"Janonhanta1,Vantaa,Finland"
2023-06-24T02:40:05.461Z,97,12.55,24.71,46.73,10.56,587,447,35759,108,37630,25,37,1,2,"Janonhanta1,Vantaa,Finland"
2023-06-24T02:45:05.675Z,97,12.6,24.71,46.86,10.59,607,472,35758,114,37630,25,37,1,2,"Janonhanta1,Vantaa,Finland"
2023-06-24T02:50:06.989Z,97,12.62,24.67,47.05,10.61,583,473,35757,108,37630,25,37,1,2,"Janonhanta1,Vantaa,Finland"
2023-06-24T02:55:07.201Z,97,12.65,24.77,46.86,10.63,579,442,35757,104,37630,25,37,1,2,"Janonhanta1,Vantaa,Finland"
2023-06-24T03:00:07.424Z,97,12.69,24.8,46.9,10.65,584,479,35756,115,37630,25,36,1,2,"Janonhanta1,Vantaa,Finland"
2023-06-24T03:05:07.639Z,98,12.69,24.76,47.01,10.65,571,451,35755,106,37630,25,37,1,2,"Janonhanta1,Vantaa,Finland"
2023-06-24T03:10:07.852Z,98,12.66,24.67,47.17,10.64,556,417,35755,99,37630,25,37,1,2,"Janonhanta1,Vantaa,Finland"
2023-06-24T03:15:08.065Z,98,12.65,24.73,46.99,10.63,547,440,35754,112,37630,25,37,1,2,"Janonhanta1,Vantaa,Finland"
2023-06-24T03:20:08.277Z,98,12.75,24.69,47.42,10.7,547,455,35753,104,37630,25,37,1,2,"Janonhanta1,Vantaa,Finland"
2023-06-24T03:25:08.491Z,98,12.72,24.64,47.44,10.68,543,440,35752,110,37630,25,37,1,2,"Janonhanta1,Vantaa,Finland"
2023-06-24T03:30:08.716Z,99,12.74,24.67,47.42,10.69,535,454,35752,102,37630,25,37,2,3,"Janonhanta1,Vantaa,Finland"
2023-06-24T03:35:08.930Z,99,12.75,24.7,47.38,10.7,531,452,35751,106,37629,25,37,2,3,"Janonhanta1,Vantaa,Finland"
2023-06-24T03:40:09.142Z,99,12.75,24.67,47.44,10.7,530,444,35751,102,37629,25,37,1,2,"Janonhanta1,Vantaa,Finland"
2023-06-24T03:45:09.356Z,99,12.78,24.63,47.67,10.72,530,418,35752,95,37629,25,37,1,2,"Janonhanta1,Vantaa,Finland"
2023-06-24T03:50:08.648Z,99,12.75,24.66,47.49,10.7,529,414,35753,91,37629,25,37,2,3,"Janonhanta1,Vantaa,Finland"
2023-06-24T03:55:08.860Z,99,12.82,24.67,47.66,10.75,526,412,35754,91,37629,25,37,1,2,"Janonhanta1,Vantaa,Finland"
2023-06-24T04:00:09.072Z,99,12.78,24.6,47.75,10.72,525,400,35756,92,37629,25,37,1,2,"Janonhanta1,Vantaa,Finland"
2023-06-24T04:05:09.287Z,99,12.8,24.62,47.76,10.73,521,400,35760,91,37629,25,37,1,2,"Janonhanta1,Vantaa,Finland"
2023-06-24T04:10:09.505Z,99,12.81,24.66,47.68,10.74,521,401,35764,99,37629,25,37,1,2,"Janonhanta1,Vantaa,Finland"
2023-06-24T04:15:09.721Z,99,12.81,24.6,47.83,10.74,521,400,35768,94,37629,25,37,2,3,"Janonhanta1,Vantaa,Finland"
2023-06-24T04:20:09.935Z,99,12.82,24.62,47.82,10.75,525,411,35770,98,37629,25,37,1,2,"Janonhanta1,Vantaa,Finland"
2023-06-24T04:25:10.146Z,99,12.85,24.62,47.94,10.77,524,404,35773,93,37629,25,37,1,2,"Janonhanta1,Vantaa,Finland"
2023-06-24T04:30:10.360Z,99,12.87,24.69,47.77,10.78,518,400,35778,90,37629,25,37,1,2,"Janonhanta1,Vantaa,Finland"
2023-06-24T04:35:10.575Z,99,12.83,24.62,47.86,10.76,514,400,35784,86,37629,25,37,1,2,"Janonhanta1,Vantaa,Finland"
2023-06-24T04:40:10.795Z,99,12.84,24.6,47.92,10.76,517,400,35789,90,37628,25,37,1,2,"Janonhanta1,Vantaa,Finland"
2023-06-24T04:45:11.008Z,99,12.89,24.67,47.9,10.8,533,400,35791,89,37628,25,37,1,2,"Janonhanta1,Vantaa,Finland"
2023-06-24T04:50:11.351Z,99,13.01,24.83,47.83,10.88,515,433,35797,89,37628,25,37,2,3,"Janonhanta1,Vantaa,Finland"
2023-06-24T04:55:11.570Z,99,12.94,24.74,47.83,10.83,516,407,35801,85,37628,25,37,1,2,"Janonhanta1,Vantaa,Finland"
2023-06-24T05:00:11.784Z,99,12.89,24.69,47.85,10.8,510,400,35806,94,37628,25,37,2,3,"Janonhanta1,Vantaa,Finland"
2023-06-24T05:05:11.996Z,99,12.87,24.63,47.94,10.78,509,400,35811,86,37628,25,37,2,3,"Janonhanta1,Vantaa,Finland"
2023-06-24T05:10:12.212Z,99,12.88,24.62,48.01,10.79,523,400,35815,91,37628,25,37,1,2,"Janonhanta1,Vantaa,Finland"
2023-06-24T05:15:12.426Z,99,12.83,24.62,47.88,10.76,521,503,35816,104,37628,25,37,2,3,"Janonhanta1,Vantaa,Finland"
2023-06-24T05:20:12.638Z,99,12.81,24.66,47.67,10.74,520,509,35816,101,37628,25,37,1,2,"Janonhanta1,Vantaa,Finland"
2023-06-24T05:25:12.852Z,99,12.79,24.64,47.67,10.73,520,455,35815,94,37628,25,37,2,3,"Janonhanta1,Vantaa,Finland"
2023-06-24T05:30:13.075Z,99,12.76,24.63,47.6,10.71,516,515,35814,108,37628,25,37,2,3,"Janonhanta1,Vantaa,Finland"
2023-06-24T05:35:13.289Z,99,12.79,24.64,47.64,10.73,530,468,35813,100,37628,25,37,1,2,"Janonhanta1,Vantaa,Finland"
2023-06-24T05:40:13.501Z,99,12.69,24.57,47.55,10.66,528,424,35812,95,37628,25,37,1,2,"Janonhanta1,Vantaa,Finland"
2023-06-24T05:45:13.713Z,98,13.0,24.97,47.38,10.86,519,493,35812,93,37628,25,37,3,4,"Janonhanta1,Vantaa,Finland"
2023-06-24T05:50:14.074Z,99,12.58,24.67,46.92,10.58,515,400,35813,86,37627,25,37,2,3,"Janonhanta1,Vantaa,Finland"
2023-06-24T05:55:14.286Z,99,12.63,24.69,47.03,10.61,504,457,35813,91,37627,25,37,2,3,"Janonhanta1,Vantaa,Finland"
2023-06-24T06:00:14.499Z,99,12.6,24.62,47.15,10.6,523,448,35813,96,37627,25,37,1,2,"Janonhanta1,Vantaa,Finland"
2023-06-24T06:05:14.714Z,99,12.5,24.69,46.65,10.53,527,409,35812,99,37627,25,37,2,3,"Janonhanta1,Vantaa,Finland"
2023-06-24T06:10:14.936Z,99,12.52,24.63,46.85,10.54,520,426,35812,87,37627,25,37,1,2,"Janonhanta1,Vantaa,Finland"
2023-06-24T06:15:15.151Z,99,12.49,24.56,46.97,10.52,510,400,35814,83,37627,25,37,1,2,"Janonhanta1,Vantaa,Finland"
2023-06-24T06:20:15.365Z,99,12.46,24.56,46.88,10.5,520,402,35814,91,37627,25,37,1,2,"Janonhanta1,Vantaa,Finland"
2023-06-24T06:25:15.579Z,99,12.45,24.56,46.85,10.5,515,407,35819,83,37627,25,37,1,2,"Janonhanta1,Vantaa,Finland"
2023-06-24T06:30:15.791Z,99,12.44,24.56,46.83,10.49,515,400,35824,79,37627,25,37,1,2,"Janonhanta1,Vantaa,Finland"
2023-06-24T06:35:16.015Z,99,12.52,24.8,46.4,10.54,517,403,35829,85,37627,25,37,1,2,"Janonhanta1,Vantaa,Finland"
2023-06-24T06:40:16.231Z,99,12.38,24.6,46.5,10.44,516,490,35830,93,37627,25,37,1,2,"Janonhanta1,Vantaa,Finland"
2023-06-24T06:45:16.442Z,99,12.42,24.63,46.55,10.47,515,429,35829,90,37627,25,37,1,2,"Janonhanta1,Vantaa,Finland"
2023-06-24T06:50:16.773Z,99,12.51,24.63,46.82,10.53,521,418,35829,94,37627,25,37,1,2,"Janonhanta1,Vantaa,Finland"
2023-06-24T06:55:16.987Z,99,12.38,24.64,46.38,10.44,509,400,35829,93,37627,25,37,1,2,"Janonhanta1,Vantaa,Finland"
2023-06-24T07:00:17.211Z,99,12.34,24.62,46.34,10.41,508,433,35831,98,37626,25,37,1,2,"Janonhanta1,Vantaa,Finland"
2023-06-24T07:05:17.423Z,99,12.32,24.63,46.26,10.4,508,403,35835,90,37626,25,37,1,2,"Janonhanta1,Vantaa,Finland"
2023-06-24T07:10:17.637Z,99,12.3,24.6,46.28,10.39,510,427,35838,93,37626,25,37,2,3,"Janonhanta1,Vantaa,Finland"
2023-06-24T07:15:17.850Z,99,12.33,24.6,46.35,10.41,510,400,35841,93,37626,25,37,1,2,"Janonhanta1,Vantaa,Finland"
2023-06-24T07:20:18.064Z,99,12.32,24.63,46.26,10.4,511,411,35845,92,37626,25,37,1,2,"Janonhanta1,Vantaa,Finland"
2023-06-24T07:25:18.288Z,99,12.32,24.59,46.37,10.41,514,401,35847,102,37626,25,37,2,3,"Janonhanta1,Vantaa,Finland"
2023-06-24T07:30:18.503Z,99,12.32,24.66,46.16,10.4,509,412,35849,100,37626,25,37,1,2,"Janonhanta1,Vantaa,Finland"
2023-06-24T07:35:18.719Z,99,12.33,24.73,45.99,10.4,502,414,35850,101,37626,25,37,1,2,"Janonhanta1,Vantaa,Finland"
2023-06-24T07:40:18.933Z,99,12.32,24.7,46.04,10.4,499,400,35852,102,37626,25,37,2,3,"Janonhanta1,Vantaa,Finland"
2023-06-24T07:45:19.147Z,99,12.32,24.67,46.12,10.4,501,431,35856,103,37626,25,37,1,2,"Janonhanta1,Vantaa,Finland"
2023-06-24T07:50:19.521Z,99,12.46,24.73,46.4,10.49,501,414,35860,96,37626,25,37,3,4,"Janonhanta1,Vantaa,Finland"
2023-06-24T07:55:19.734Z,99,12.46,24.7,46.47,10.49,508,423,35862,95,37626,25,37,2,3,"Janonhanta1,Vantaa,Finland"
2023-06-24T08:00:19.947Z,99,12.42,24.69,46.38,10.47,504,416,35862,98,37626,25,37,2,3,"Janonhanta1,Vantaa,Finland"
2023-06-24T08:05:20.160Z,99,12.32,24.67,46.12,10.4,504,437,35862,99,37625,25,37,1,2,"Janonhanta1,Vantaa,Finland"
2023-06-24T08:10:20.375Z,99,12.37,24.79,45.97,10.43,499,425,35863,101,37625,25,37,1,2,"Janonhanta1,Vantaa,Finland"
2023-06-24T08:15:20.588Z,99,12.4,24.77,46.1,10.45,498,427,35864,105,37625,25,37,1,2,"Janonhanta1,Vantaa,Finland"
2023-06-24T08:20:20.803Z,99,12.37,24.8,45.92,10.43,496,421,35866,93,37625,25,37,2,3,"Janonhanta1,Vantaa,Finland"
2023-06-24T08:25:21.017Z,99,12.4,24.77,46.1,10.45,495,400,35870,91,37625,25,37,1,2,"Janonhanta1,Vantaa,Finland"
2023-06-24T08:30:21.230Z,99,12.37,24.76,46.05,10.43,495,422,35872,88,37625,25,37,1,2,"Janonhanta1,Vantaa,Finland"
2023-06-24T08:35:21.442Z,99,12.37,24.73,46.12,10.43,498,404,35875,93,37625,25,37,2,3,"Janonhanta1,Vantaa,Finland"
2023-06-24T08:40:21.655Z,99,12.42,24.8,46.09,10.47,500,400,35878,92,37625,25,37,1,2,"Janonhanta1,Vantaa,Finland"
2023-06-24T08:45:21.870Z,99,12.54,24.86,46.29,10.55,515,426,35879,99,37625,25,37,1,2,"Janonhanta1,Vantaa,Finland"
2023-06-24T08:50:22.172Z,99,12.57,24.83,46.46,10.57,517,445,35879,101,37625,25,37,2,3,"Janonhanta1,Vantaa,Finland"
2023-06-24T08:55:22.384Z,99,12.53,24.74,46.58,10.54,528,411,35879,100,37625,25,37,1,2,"Janonhanta1,Vantaa,Finland"
2023-06-24T09:00:22.601Z,98,12.63,24.9,46.46,10.61,538,449,35878,102,37625,25,37,1,2,"Janonhanta1,Vantaa,Finland"
2023-06-24T09:05:22.812Z,98,12.26,24.86,45.45,10.35,540,400,35880,90,37625,25,37,2,3,"Janonhanta1,Vantaa,Finland"
2023-06-24T09:10:23.028Z,98,12.03,24.9,44.65,10.2,539,429,35883,98,37625,25,37,2,3,"Janonhanta1,Vantaa,Finland"
2023-06-24T09:15:23.249Z,98,11.75,24.93,43.76,10.01,540,400,35886,95,37624,25,37,2,3,"Janonhanta1,Vantaa,Finland"
2023-06-24T09:20:23.461Z,98,11.66,24.95,43.44,9.95,538,400,35889,100,37624,25,37,1,2,"Janonhanta1,Vantaa,Finland"
2023-06-24T09:25:23.673Z,98,11.45,25.0,42.72,9.81,537,400,35890,102,37624,25,37,1,2,"Janonhanta1,Vantaa,Finland"
2023-06-24T09:30:23.888Z,98,11.6,24.97,43.21,9.91,543,412,35894,109,37624,25,37,2,3,"Janonhanta1,Vantaa,Finland"
2023-06-24T09:35:24.102Z,97,11.71,25.01,43.42,9.98,543,468,35894,117,37624,25,36,2,3,"Janonhanta1,Vantaa,Finland"
2023-06-24T09:40:24.315Z,97,11.71,25.06,43.31,9.98,548,448,35893,128,37624,25,36,3,4,"Janonhanta1,Vantaa,Finland"
2023-06-24T09:45:24.528Z,97,11.74,25.06,43.39,10.0,549,455,35893,141,37624,25,36,4,5,"Janonhanta1,Vantaa,Finland"
2023-06-24T09:50:24.913Z,96,11.77,25.17,43.18,10.01,579,498,35892,125,37624,25,36,9,10,"Janonhanta1,Vantaa,Finland"
2023-06-24T09:55:25.127Z,96,11.8,25.07,43.54,10.04,588,527,35891,136,37624,25,36,9,10,"Janonhanta1,Vantaa,Finland"
2023-06-24T10:00:25.340Z,96,11.6,25.09,42.93,9.91,583,484,35890,136,37624,25,36,3,4,"Janonhanta1,Vantaa,Finland"
2023-06-24T10:05:25.552Z,96,11.5,25.11,42.57,9.84,576,477,35889,136,37624,25,36,2,3,"Janonhanta1,Vantaa,Finland"
2023-06-24T10:10:25.765Z,96,11.53,25.11,42.65,9.86,565,494,35889,134,37624,25,36,2,3,"Janonhanta1,Vantaa,Finland"
2023-06-24T10:15:25.980Z,97,11.62,25.1,42.94,9.92,546,527,35888,131,37624,25,36,3,4,"Janonhanta1,Vantaa,Finland"
2023-06-24T10:20:26.193Z,97,11.37,25.11,42.21,9.76,545,493,35887,143,37624,25,36,1,2,"Janonhanta1,Vantaa,Finland"
2023-06-24T10:25:26.407Z,97,11.28,25.11,41.95,9.7,534,491,35886,136,37623,25,36,1,2,"Janonhanta1,Vantaa,Finland"
2023-06-24T10:30:26.619Z,97,11.07,25.13,41.34,9.56,523,433,35886,111,37623,25,36,1,2,"Janonhanta1,Vantaa,Finland"
2023-06-24T10:35:26.831Z,97,11.04,25.11,41.28,9.54,509,423,35885,110,37623,25,37,1,2,"Janonhanta1,Vantaa,Finland"
2023-06-24T10:40:27.044Z,98,11.2,25.1,41.77,9.65,501,455,35884,116,37623,25,37,1,2,"Janonhanta1,Vantaa,Finland"
2023-06-24T10:45:27.257Z,97,11.01,25.16,41.12,9.53,502,402,35884,119,37623,25,36,1,2,"Janonhanta1,Vantaa,Finland"
2023-06-24T10:50:27.456Z,97,11.14,25.2,41.37,9.61,501,438,35883,120,37623,25,36,2,3,"Janonhanta1,Vantaa,Finland"
2023-06-24T10:55:27.670Z,96,11.0,25.23,40.9,9.51,513,422,35883,116,37623,25,37,12,13,"Janonhanta1,Vantaa,Finland"
2023-06-24T11:00:27.884Z,93,11.13,25.21,41.29,9.6,519,472,35883,124,37623,25,37,22,23,"Janonhanta1,Vantaa,Finland"
2023-06-24T11:05:28.099Z,91,11.27,25.2,41.73,9.69,519,470,35882,129,37623,25,36,29,31,"Janonhanta1,Vantaa,Finland"
2023-06-24T11:10:28.313Z,91,11.34,25.24,41.8,9.73,522,434,35881,130,37623,25,36,30,32,"Janonhanta1,Vantaa,Finland"
2023-06-24T11:15:28.525Z,93,11.55,25.33,42.18,9.87,529,505,35881,141,37623,25,36,21,22,"Janonhanta1,Vantaa,Finland"
2023-06-24T11:20:28.738Z,94,11.61,25.26,42.51,9.9,543,523,35880,159,37623,25,36,16,17,"Janonhanta1,Vantaa,Finland"
